StackOverflow Post link,Comment,Viral,Kosta,Note,Kosta Note
,"it can split loops (with -ftree-loop-distribution and -ftree-loop-distribute-patterns), move invariant sections (by default), move invariant conditions out of the loops (with -funswitch-loops, but causes duplication), convert conditional jumps to conditional stores or remove them (-ftree-loop-if-convert and -ftree-loop-if-convert-stores). Sadly a lot of these options have unsafe side effects, and only do any good improvement to very naively written code. – Ismael Luceno Jul 11 '15 at 9:27",,,,
,"There is another fact here. The data and temporal locality. When you access the same position many times subsequently, its value still in the registers, so this is why the loop interchange doubles the performance over the original sorted version. – Renato Oliveira Oct 13 '15 at 11:08",,,,
,"@Mysticial, Is this answer still valid given the processor changes now in 2015/6? – Sandeep Dec 6 '15 at 11:43",,,,
,"@Sandeep Yes. Processors still have branch prediction. If anything has changed, it's the compilers. Nowadays, I bet they're more likely to do what ICC and GCC (under -O3) did here - that is, remove the branch. Given how high profile this question is, it's very possible that compilers have been updated to specifically handle the case in this question. The definitely pay attention to SO. And it happened on this question where GCC was updated within 3 weeks. I don't see why it wouldn't happen here as well. – Mysticial Dec 6 '15 at 16:31",,,,
,I just ran the code in VS 2015 and the sorting doesn't improve performance anymore. I measured about 1.1s for 32768 elements and about 11s for 327680 elements (moved to a global variable to prevent a stack overflow) with my Intel Core I5 with 3.6GHz thanks to TurboBoost. I looked to a disassembly and I didn't find any branch except one for terminating the loop - it actually uses instructions like cdq and movlpd which are normally used for floating point operations. – Marian Spanik Dec 9 '15 at 17:46,,,,
,"@One-One The prediction is done at the beginning of the pipeline, the operation flows through the pipeline and reaches a waiting area for its operands. Once its operands are available, the instruction executes and the instruction becomes eligible for retirement (commit to actual state). The retirement of the branch checks whether the guess was correct. If not, flush pipeline and restart instruction fetcher at correct instruction. If prediction was correct, just keep going. By this time, many instructions after the predicted branch have started but have not been committed to state. – doug65536 Apr 22 '16 at 12:33",,,,
,"Complementing... you can also use something like 'sum += (data[i] > 128) * data[i];', which is still branchless but same accuracy as the one with the branch. – chaws May 13 '16 at 20:18",,,,
,What about the ternary operator? sum += data[i] > 128 ? data[i] : 0 – Nicholas Hamilton May 19 '16 at 23:39,,,,
,@NicholasHamilton The ternary operator is a branch. Though some compilers (namely MSVC) seem to be better at optimizing them than plain-old if-statements. – Mysticial May 19 '16 at 23:44,,,,
,Really good explication. If you add this code it become much more faster: for (register unsigned i = 0; i < 100000; ++i) { // Primary loop for (register unsigned c = 0; c < arraySize; ++c) { register int t=(data[c]<<25)>>31; sum += ~t & data[c]; } } – Malus Jan Jun 5 '16 at 21:38,,,,
,"@Mysticial: Thanks for such a nice insight. After going through this came to my mind couple of questions: identify a pattern and follow it this sounds more of artificial intelligence. So is it safe to say modern compilers are equipped with AI algorithms for branch prediction? halt execution and wait until the previous instructions are complete that sounds to me of multiple threads. Does CPU internally breaks code blocks into threads? (One your comment also mentions processor is executing many instructions at the same time). If yes, what role does compiler play? – Atul Jul 14 '16 at 14:48",,,,
,"@Atul The Wikipedia article on branch prediction has examples of some branch prediction algorithms. Whether or not you want to call them ""AIs"" is up to you. For your other question about multiple instructions at the same time, it's called Superscalar Execution. – Mysticial Jul 14 '16 at 14:55",,,,
,"@Mysticial: Thanks! I took some time to go through article(s). What I gather is, branch prediction is more about processor architecture, no matter what compiler we use (unlike what I was under impression) – Atul Jul 15 '16 at 2:35",,,,
,I still fail to understand why the compiler has to even predict?! Why does it not just compare the two values with each other and decides then?! – Black Jul 21 '16 at 6:31,,,,
,"@EdwardBlack It's not the compiler that does the prediction. It's the processor. Secondly, the processor can't ""just decide"" because it's doing many things at the same time. To oversimplify things a bit, while the processor is executing the current instruction, it's already reading ahead by 20+ instructions and preparing them for execution. If you have a branch, the processor needs to decide which side to do this ""read ahead"". When there's a misprediction, everything that has been ""read and prepared ahead of time"" needs to be thrown away and restarted on the other side. – Mysticial Jul 21 '16 at 15:09",,,,
,"@EdwardBlack An appropriate analogy for this ""read ahead"" thing would be airline flight scheduling. Flight schedules are made months ahead of time. But when something unexpected happens (like a storm shutdowns down a major hub), flights get canceled and that schedule goes up in smoke. The result? Massive delays that propagate through to many flights that don't even touch that airport. Of course for a processor, the ""pre-planning"" window is on the order of nano-seconds and up to a few hundred instructions rather than thousands of flights that cover months. – Mysticial Jul 21 '16 at 15:14",,,,
,This is a good answer but it should be made clear that it is processor branch prediction that is causing this behaviour. Compilers predict branches too. – TimK Aug 9 '16 at 19:25,,,,
,"As a side note, there has been some research done where branch predictors were able to ""figure out the pattern of rand()"". They had a branch that was basically if( rand.nextInt(100) < 50 ) and correctly predicted something like 99% of the time. – Riley Sep 20 '16 at 15:02",,,,
,There were a few questions as to why the processor doesn't just execute both branches. One reason is that processors can have as many as 20 predictions in-flight (guessed but not resolved yet). To handle that many you'd need to be executing 2^20 (1048576) different paths at the same time. – Riley Sep 20 '16 at 15:08,,,,
,@Riley I actually did answer the comments about executing both branches. But it seems that my comment got deleted for some reason. – Mysticial Sep 20 '16 at 15:56,,,,
,@Mysticial Was your answer basically the same or is there another reason? – Riley Sep 20 '16 at 15:57,,,,
,@Riley Same. Exponential resource growth and the fact that prediction is often very accurate. – Mysticial Sep 20 '16 at 16:02,,,,
,"@Adjit There's no simple answer to that. For the particular case here, GCC and ICC can do conditional moves, but VS can't. But that will change depending on the code. The example in this question is optimizeable to a conditional move. But not always. Only really simple branches can be optimized this way. – Mysticial Oct 29 '16 at 23:42",,,,
,"@Adjit No, that's way too specific. What to take away is that anything that causes the flow of execution to conditionally change is subject to a performance penalty due to branch misprediction. This includes if-statements, loop-conditions, switches, ternary operators, short-circuiting boolean logic, calls to function pointers, calls to lambdas, calls to virtual/polymorphic methods, etc... (The last 3 of these aren't related to branch-prediction per se, but the same concept applies in that the processor doesn't ""know where to go"" next.) – Mysticial Oct 31 '16 at 15:11",,,,
,@Mysticial is there a particular reason you opted for your implementation (declaring an int) over sum += ~((data[c] - 128) >> 31) & data[c]; ? – Zze Nov 15 '16 at 2:20,,,,
